month_id,year,country_id,country_name,decay_12_cw_ged_dummy_sb_0,decay_12_cw_ged_dummy_ns_0,decay_12_cw_ged_dummy_os_0,l1_ged_dummy_sb,l2_ged_dummy_sb,l3_ged_dummy_sb,l4_ged_dummy_sb,l5_ged_dummy_sb,l6_ged_dummy_sb,l12_ged_dummy_sb,l1_ged_dummy_ns,l2_ged_dummy_ns,l3_ged_dummy_ns,l4_ged_dummy_ns,l5_ged_dummy_ns,l6_ged_dummy_ns,l12_ged_dummy_ns,l1_ged_dummy_os,l2_ged_dummy_os,l3_ged_dummy_os,l4_ged_dummy_os,l5_ged_dummy_os,l6_ged_dummy_os,l12_ged_dummy_os,ln_fvp_population200,ssp2_edu_sec_15_24_prop,ssp2_urban_share_iiasa,fvp_lngdpcap_nonoilrent,fvp_lngdpcap_nonoilrent,fvp_grgdpcap_nonoilrent,fvp_grgdpcap_oilrent,fvp_demo,ln_fvp_timeindep,ln_fvp_timesincepreindepwar,ln_fvp_timesinceregimechange,decay_12_cw_acled_dummy_pr_0,l1_acled_dummy_pr,l2_acled_dummy_pr,l3_acled_dummy_pr,l4_acled_dummy_pr,l5_acled_dummy_pr,l6_acled_dummy_pr,l12_acled_dummy_pr
241,2000,161,Malawi,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.339364170646409,0.36432819,22.0060478347583,6.76499,6.76499,-0.0139476,0,0,3.6109179126442243,3.85660167434725,1.0986122886681098,0.6674199270850172,0,0,0,0,0,0,0
241,2000,162,Mozambique,0.0065695032441696445,0.0036870090339128636,0.005852762019049536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.80193571907577,0.16876534,35.323548454049,6.3325916,6.3325916,-0.0104221,0,1,3.258096538021482,3.258096538021482,0.6931471805599453,0.9438743126816935,1,0,0,0,0,0,0
241,2000,163,South Africa,0.0010346319280852498,0.7071067811865476,0.018581361171917516,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.712145322033459,0.74331755,69.8634060916782,9.1808469,9.1808469,0.02535794,0.81141267,1,4.51085950651685,4.553876891600541,2.0794415416798357,0.9438743126816935,1,1,1,1,1,1,1
241,2000,164,Swaziland,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.968349782697968,0.4182412,33.7200961039134,8.6725317,8.6725317,0.00241397,0,0,3.4965075614664802,4.112523235635974,3.4965075614664802,0.21022410381342863,0,0,0,0,0,0,0
241,2000,165,Angola,0.8908987181403393,0.0009217522584782159,0.9438743126816935,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,9.707589693392674,0.16876534,42.0952347456764,7.2361312,7.2361312,-0.28547066,0.24222062,0,3.258096538021482,3.295836866004329,3.258096538021482,0.9438743126816935,1,0,1,1,0,1,1
241,2000,166,Congo,0.9438743126816935,0.0009217522584782159,0.7937005259840998,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8.04074996037001,0.26893846,56.1779576110209,7.35748241460215,7.35748241460215,-0.0946093478738912,-0.12065027082978,0,3.713572066704308,4.445254250511361,1.3862943611198906,0.7937005259840998,0,0,0,1,0,0,1
241,2000,167,"Congo, DRC",0.9438743126816935,0.9438743126816935,0.9438743126816935,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,10.856101554025193,0.42192178,24.3118223232544,6.42329168213283,6.42329168213283,0.0925839438452634,-0.0208250693348463,0,3.713572066704308,4.672828834461906,3.6109179126442243,0.9438743126816935,1,0,0,1,1,1,0
241,2000,169,Gabon,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.116493165164743,0.19978009,66.8093611960814,9.2710475,9.2710475,-0.24995186,0.37083126,0,3.713572066704308,4.285938225163397,2.4849066497880004,0.7071067811865476,0,0,0,0,0,1,0
241,2000,170,Namibia,0.9438743126816935,0.0010346319280852498,0.07432544468767006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54974441916519,0.58298103,21.3985435930238,8.7172086,8.7172086,0.01238435,0,1,2.3978952727983707,2.5649493574615367,2.4849066497880004,0.3968502629920499,0,0,0,0,0,0,0
241,2000,172,Madagascar,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66572554535758,0.10675727,29.503112068937,7.275885,7.275885,0.01529469,0,0,3.713572066704308,3.970291913552122,1.6094379124341003,0.5612310241546865,0,0,0,0,0,0,0
241,2000,173,Mauritius,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.079919591851223,0.26819116,35.065224856269,9.3127298,9.3127298,0.07658789,0,1,3.4965075614664802,4.533796280936769,3.5263605246161616,0.0009217522584782159,0,0,0,0,0,0,0
241,2000,174,Seychelles,0.0009217522584782159,0.0009217522584782159,0.0009217522584782159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4083155334968005,0.625682619186154,51.8047987764664,9.8230424,9.8230424,0.00610295,0,0,4.175806099735737,4.333186231248243,3.091042453358316,0.0009217522584782159,0,0,0,0,0,0,0
